event_uid,dataset_version,subject,session_stamp,anchor_time_rel_s,event_type,event_level,road_type_anchor,n_window_samples,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,110.4,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000137185,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,137.185,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000162835,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,162.835,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000221950,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,221.95,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,431.885,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000487260,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,487.26,instability_ay_roll,weak,curve,3,test,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000516925,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,516.925,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,568.235,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000712505,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,712.505,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000748255,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_14_23,748.255,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,104.675,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000148435,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,148.435,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000179185,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,179.185,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000210525,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,210.525,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,235.89,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000252350,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,252.35,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000293785,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,293.785,instability_ay_roll,medium_active,curve,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000324915,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,324.915,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,357.555,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,380.585,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,449.07,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,514.465,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_29_01,542.08,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000144355,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_39_01,144.355,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000163950,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_39_01,163.95,instability_ay_roll,strong_active,curve,3,val,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000291795,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_39_01,291.795,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_39_01,375.965,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000440640,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_39_01,440.64,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_39_01,513.705,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,62.885,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000090445,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,90.445,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000132255,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,132.255,instability_ay_roll,extreme_active,straight,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000149170,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,149.17,instability_ay_roll,none,none,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000201270,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,201.27,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000214960,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,214.96,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000225310,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,225.31,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000269015,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,269.015,instability_ay_roll,weak,curve,3,test,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,327.68,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000349455,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,349.455,instability_ay_roll,strong_active,straight,3,train,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,484.47,instability_ay_roll,strong_active,straight,3,val,test,train
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000526990,vehicle_instability_highconf_v0_1,yyl,2025_09_28_09_49_11,526.99,instability_ay_roll,none,none,3,val,test,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,183.01,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,195.245,instability_ay_roll,weak,curve,3,test,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000211685,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,211.685,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,216.065,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000244230,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,244.23,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000248860,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,248.86,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000264885,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,264.885,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000289460,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,289.46,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000348115,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,348.115,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,407.925,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,418.35,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,455.46,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000511905,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,511.905,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,524.525,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,543.975,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,573.09,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000611730,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_13_03,611.73,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000060885,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,60.885,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,75.085,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000086395,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,86.395,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000094120,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,94.12,instability_ay_roll,medium_active,straight,3,test,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000169285,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,169.285,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,205.385,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000239010,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,239.01,instability_ay_roll,extreme_active,straight,3,val,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000249805,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,249.805,instability_ay_roll,extreme_active,straight,3,val,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000286690,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,286.69,instability_ay_roll,medium_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000332945,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,332.945,instability_ay_roll,strong_active,curve,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000365265,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,365.265,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,385.65,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000408305,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,408.305,instability_ay_roll,medium_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,428.685,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000473605,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,473.605,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000524730,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,524.73,instability_ay_roll,none,none,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000559840,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,559.84,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000591770,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_26_04,591.77,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000092520,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,92.52,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000108285,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,108.285,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000136605,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,136.605,instability_ay_roll,strong_active,straight,3,test,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000180920,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,180.92,instability_ay_roll,strong_active,curve,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,213.665,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000251745,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,251.745,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,269.385,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000321775,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,321.775,instability_ay_roll,none,none,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000351165,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,351.165,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,376.44,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000399045,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,399.045,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000462770,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,462.77,instability_ay_roll,medium_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000466240,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,466.24,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000538170,vehicle_instability_highconf_v0_1,yzy,2025_09_27_14_37_08,538.17,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_04_26,63.29,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000086015,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,86.015,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000130900,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,130.9,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,162.845,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000200590,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,200.59,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000212890,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,212.89,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000221360,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,221.36,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000251245,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,251.245,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,292.475,instability_ay_roll,weak,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,328.88,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000352710,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,352.71,instability_ay_roll,weak,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,358.9,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000379050,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,379.05,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025,vehicle_instability_highconf_v0_1,yzy,2025_09_27_15_07_57,447.025,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000059525,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_14_51,59.525,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000154090,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_14_51,154.09,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_14_51,239.96,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000251485,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_14_51,251.485,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000265140,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_14_51,265.14,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_21_51,231.945,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000048660,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_27_09,48.66,instability_roll_only,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_27_09,52.51,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_27_09,60.75,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000125200,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_27_09,125.2,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000218190,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_27_09,218.19,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000273525,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_27_09,273.525,instability_ay_roll,none,none,3,test,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000420095,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_27_09,420.095,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_27_09,456.53,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000120990,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_37_30,120.99,instability_ay_roll,extreme_active,curve,3,val,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000178525,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_37_30,178.525,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_37_30,202.02,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000251445,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_37_30,251.445,instability_ay_roll,weak,curve,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000501995,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_37_30,501.995,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_52_46,58.07,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_52_46,130.37,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000161655,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_52_46,161.655,instability_ay_roll,strong_active,curve,3,val,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000242715,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_52_46,242.715,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000255520,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_52_46,255.52,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000319490,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_52_46,319.49,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885,vehicle_instability_highconf_v0_1,zdq,2025_09_26_15_52_46,577.885,instability_ay_roll,none,none,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000136525,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,136.525,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000147065,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,147.065,instability_ay_roll,extreme_active,curve,3,val,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000152030,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,152.03,instability_ay_roll,extreme_active,curve,3,val,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000209905,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,209.905,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000287760,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,287.76,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,347.185,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000434135,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,434.135,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,471.38,instability_ay_roll,medium_active,curve,3,train,train,train
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000540730,vehicle_instability_highconf_v0_1,zdq,2025_09_26_16_03_48,540.73,instability_ay_roll,weak,curve,3,val,train,train
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,158.28,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000199865,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,199.865,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000251035,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,251.035,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,270.535,instability_ay_roll,medium_active,straight,3,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000312725,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,312.725,instability_ay_roll,weak,curve,3,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000338755,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,338.755,instability_ay_roll,strong_active,straight,3,train,train,val
