sample_id,event_uid,subject,session_stamp,window_config_id,default_split,random_event_split,session_level_split,subject_level_split,event_type,event_level,road_type_anchor,road_design_risk_class,label_end_rel_s,event_end_rel_s,event_duration_s,label_valid_ratio,gt_peak_abs,gt_peak_signed,gt_peak_time_s,gt_peak_direction,gt_reversal_count,gt_tail_abs,gt_tail_signed,gt_tail_over_peak,gt_peak_near_label_end,gt_tail_unsettled,label_response_unsettled_flag,event_duration_exceeds_label,post2_range_abs,post2_change_from_2s_abs,post2_substantial_change
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,63.27,13.98,1.0,0.33335697650909424,-0.33335697650909424,1.9900000095367432,-1,1,0.33335697650909424,-0.33335697650909424,1.0,True,True,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,77.7,9.96,1.0,0.08656901121139526,0.08656901121139526,2.0,1,0,0.08656901121139526,0.08656901121139526,1.0,True,False,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,92.175,1.25,1.0,0.49340447783470154,0.49340447783470154,1.590000033378601,1,1,0.4892156720161438,0.4892156720161438,0.9915104016952982,False,True,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,108.305,12.725,1.0,1.4929579496383667,1.4929579496383667,1.625,1,2,0.8255410194396973,0.8255410194396973,0.5529566453225724,False,True,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,163.255,28.32,1.0,0.3824006915092468,-0.3824006915092468,0.7200000286102295,-1,1,0.004713341593742371,0.004713341593742371,0.012325661795066072,False,False,False,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000170900__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000170900,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,182.585,11.685,1.0,0.9599321484565735,0.9599321484565735,1.4800000190734863,1,2,0.9290401935577393,0.9290401935577393,0.9678186057748938,False,True,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,206.595,7.795,1.0,0.18221300840377808,0.18221300840377808,1.9900000095367432,1,1,0.18221300840377808,0.18221300840377808,1.0,True,False,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,228.13,12.815,1.0,1.1232937574386597,-1.1232937574386597,1.4500000476837158,-1,6,0.9868087768554688,-0.9868087768554688,0.8784957365966275,False,True,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000276540__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000276540,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,test,test,test,instability_ay_roll,weak,straight,design_regular_road,2.0,324.21,47.67,1.0,0.4670500159263611,0.4670500159263611,1.159999966621399,1,2,0.3145079016685486,0.3145079016685486,0.6733923368886823,False,True,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000334450__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000334450,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,strong_active,straight,design_curve_context,2.0,344.505,10.055,1.0,0.36529767513275146,0.36529767513275146,1.815000057220459,1,1,0.3645995855331421,0.3645995855331421,0.9980889842801335,True,True,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000358145__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000358145,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,medium_active,straight,design_regular_road,2.0,384.33,26.185,1.0,0.6082471013069153,0.6082471013069153,1.9950000047683716,1,1,0.6082471013069153,0.6082471013069153,1.0,True,True,True,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000433720__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000433720,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,strong_active,straight,design_regular_road,2.0,445.96,12.24,1.0,0.948935866355896,0.948935866355896,1.2450000047683716,1,3,0.09878590703010559,0.09878590703010559,0.10410177392647543,False,False,False,True,,,False
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000527800__pre1_label2_event_trigger,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000527800,byx,2025_09_28_17_46_00,pre1_label2_event_trigger,test,train,test,test,instability_ay_roll,medium_active,straight,design_high_risk_surface,2.0,543.555,15.755,1.0,0.7489205002784729,-0.7489205002784729,1.4149999618530273,-1,2,0.5098105072975159,-0.5098105072975159,0.6807271360684503,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_23_28__000146005__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_23_28__000146005,cwh,2025_09_26_19_23_28,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,extreme_active,straight,design_curve_context,2.0,153.92,7.915,1.0,1.3215609788894653,-1.3215609788894653,1.9950000047683716,-1,2,1.3215609788894653,-1.3215609788894653,1.0,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000042425__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000042425,cwh,2025_09_26_19_27_21,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,48.45,6.025,1.0,0.6075491309165955,0.6075491309165955,2.0,1,3,0.6075491309165955,0.6075491309165955,1.0,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145,cwh,2025_09_26_19_27_21,pre1_label2_event_trigger,train,val,train,train,instability_ay_roll,extreme_active,straight,design_regular_road,2.0,67.495,2.35,1.0,1.5481109619140625,-1.5481109619140625,1.5149999856948853,-1,2,0.18797169625759125,-0.18797169625759125,0.12142004086398671,False,False,False,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000158975__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000158975,cwh,2025_09_26_19_27_21,pre1_label2_event_trigger,train,val,train,train,instability_ay_roll,strong_active,curve,design_curve_context,2.0,166.2,7.225,1.0,1.17268705368042,1.17268705368042,1.9600000381469727,1,2,1.1672760248184204,1.1672760248184204,0.99538578613534,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000179505__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000179505,cwh,2025_09_26_19_27_21,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,medium_active,curve,design_curve_context,2.0,183.14,3.635,1.0,1.1266101598739624,1.1266101598739624,1.7899999618530273,1,2,1.0931001901626587,1.0931001901626587,0.970255931550402,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000205535__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000205535,cwh,2025_09_26_19_27_21,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,curve,design_curve_context,2.0,212.48,6.945,1.0,1.0485939979553223,1.0485939979553223,1.309999942779541,1,1,0.5686290264129639,0.5686290264129639,0.5422775902987684,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000086165__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000086165,cwh,2025_09_26_19_35_47,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,91.47,5.305,1.0,0.7314673066139221,-0.7314673066139221,1.9900000095367432,-1,1,0.7314673066139221,-0.7314673066139221,1.0,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000134995__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000134995,cwh,2025_09_26_19_35_47,pre1_label2_event_trigger,train,val,train,train,instability_ay_roll,instability_medium,design_curve_context,design_curve_context,2.0,148.695,13.7,1.0,0.5771809816360474,0.5771809816360474,1.7100000381469727,1,2,0.5757839679718018,0.5757839679718018,0.9975795916554878,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000190320__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000190320,cwh,2025_09_26_19_35_47,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,196.09,5.77,1.0,0.692546010017395,0.692546010017395,1.565000057220459,1,2,0.4858989715576172,0.4858989715576172,0.7016125492447969,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295,cwh,2025_09_26_19_35_47,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,233.095,7.8,1.0,0.6775369644165039,0.6775369644165039,1.5149999856948853,1,3,0.437030553817749,0.437030553817749,0.6450283553076998,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000269950__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000269950,cwh,2025_09_26_19_35_47,pre1_label2_event_trigger,train,val,train,train,instability_ay_roll,instability_medium,design_regular_road,design_regular_road,2.0,286.99,17.04,1.0,0.23649200797080994,0.23649200797080994,0.9399999976158142,1,1,0.11327199637889862,0.11327199637889862,0.47896754461520624,False,False,False,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095,cwh,2025_09_26_19_35_47,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,instability_extreme,design_high_risk_surface,design_high_risk_surface,2.0,477.905,24.81,1.0,0.06876599788665771,0.06876599788665771,1.149999976158142,1,1,0.028273992240428925,-0.028273992240428925,0.4111623928882848,False,False,False,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630,cwh,2025_09_26_19_35_47,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,weak,curve,design_high_risk_surface,2.0,536.97,9.34,1.0,0.110131174325943,-0.110131174325943,0.4050000011920929,-1,1,0.015183836221694946,0.015183836221694946,0.13787046505794112,False,False,False,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000061225__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000061225,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,medium_active,straight,design_regular_road,2.0,66.535,5.31,1.0,1.298175573348999,1.298175573348999,2.0,1,1,1.298175573348999,1.298175573348999,1.0,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,medium_active,straight,design_regular_road,2.0,95.27,6.065,1.0,0.6611310243606567,0.6611310243606567,1.9199999570846558,1,1,0.6462960243225098,0.6462960243225098,0.9775611800210207,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000165100__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000165100,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,val,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,172.43,7.33,1.0,0.6236059665679932,0.6236059665679932,1.9950000047683716,1,1,0.6236059665679932,0.6236059665679932,1.0,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000214250__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000214250,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,228.475,14.225,1.0,1.488070011138916,-1.488070011138916,1.7050000429153442,-1,2,1.1665780544281006,-1.1665780544281006,0.7839537425629881,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000268505__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000268505,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,medium_active,curve,design_regular_road,2.0,285.725,17.22,1.0,0.3642500042915344,0.3642500042915344,2.0,1,0,0.3642500042915344,0.3642500042915344,1.0,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000299420__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000299420,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_curve_context,2.0,306.51,7.09,1.0,0.8529419898986816,-0.8529419898986816,1.315000057220459,-1,2,0.164584219455719,-0.164584219455719,0.1929606249954577,False,False,False,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000320850__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000320850,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,test,train,train,instability_ay_roll,medium_active,straight,design_curve_context,2.0,323.03,2.18,1.0,1.1316709518432617,1.1316709518432617,1.3350000381469727,1,2,0.4576250910758972,0.4576250910758972,0.40437999255041324,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000341005__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000341005,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,348.38,7.375,1.0,1.5233267545700073,-1.5233267545700073,1.4299999475479126,-1,2,0.6857385635375977,-0.6857385635375977,0.45015855034408725,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000403295__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000403295,cwh,2025_09_26_19_45_40,pre1_label2_event_trigger,train,train,train,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,414.035,10.74,1.0,1.4564769268035889,1.4564769268035889,1.7649999856948853,1,1,1.4006259441375732,1.4006259441375732,0.9616533694161656,True,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000080745__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000080745,cwh,2025_09_26_19_56_16,pre1_label2_event_trigger,val,train,val,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,87.495,6.75,1.0,0.4502948820590973,0.4502948820590973,1.059999942779541,1,2,0.24050599336624146,0.24050599336624146,0.5341077657077993,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000181990__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000181990,cwh,2025_09_26_19_56_16,pre1_label2_event_trigger,val,train,val,train,instability_ay_roll,strong_active,straight,design_regular_road,2.0,188.155,6.165,1.0,0.5911429524421692,0.5911429524421692,1.6799999475479126,1,2,0.5286599397659302,0.5286599397659302,0.8943013489070537,False,True,True,True,,,False
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000205130__pre1_label2_event_trigger,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000205130,cwh,2025_09_26_19_56_16,pre1_label2_event_trigger,val,train,val,train,instability_ay_roll,strong_active,straight,design_special_event_segment,2.0,211.105,5.975,1.0,0.8892450332641602,-0.8892450332641602,1.6100000143051147,-1,1,0.883484959602356,-0.883484959602356,0.9935225124163352,False,True,True,True,,,False
