event_uid,subject,session_stamp,anchor_source,phase_type,event_level,sample_row_count,random_event_split,session_level_split,subject_level_split,normalization_protocol
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00037,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,weak,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00038,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00039,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,weak,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00040,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00041,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,weak,4,val,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00042,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00043,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00044,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00045,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00046,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,weak,4,test,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00047,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00048,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,weak,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00049,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00050,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,strong,4,test,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00051,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00052,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00053,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00054,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00055,byx,2025_09_28_17_05_51,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__byx__2025_09_28_17_15_52__00001,byx,2025_09_28_17_15_52,raw_road_curvature_onset,candidate,extreme,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__byx__2025_09_28_17_15_52__00002,byx,2025_09_28_17_15_52,raw_road_curvature_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__byx__2025_09_28_17_15_52__00003,byx,2025_09_28_17_15_52,raw_road_curvature_onset,candidate,weak,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__byx__2025_09_28_17_15_52__00004,byx,2025_09_28_17_15_52,raw_road_curvature_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__byx__2025_09_28_17_15_52__00005,byx,2025_09_28_17_15_52,raw_road_curvature_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00001,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00002,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,weak,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00003,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00004,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00005,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,medium_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00006,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00007,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00008,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00009,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00010,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00011,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00012,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00013,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00014,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00015,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00016,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00017,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00018,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00019,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,medium_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00020,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00021,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,medium_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00022,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00023,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00024,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00025,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00026,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00027,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00028,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00029,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00030,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00031,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00032,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,medium_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00033,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00034,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00035,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,medium_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00036,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00037,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,medium_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00038,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00039,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00040,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00041,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00042,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00043,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,medium_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00044,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00045,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00046,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,medium_active,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00047,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00048,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00049,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00050,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00051,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00052,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00053,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,strong_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00054,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,medium_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00055,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00056,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00057,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,strong_active,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00058,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00059,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00060,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,primary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00061,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__byx__2025_09_28_17_15_52__00062,byx,2025_09_28_17_15_52,old_v400_context_trigger_idx,secondary,extreme_active,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
