episode_uid,episode_group_id,episode_group_cn,manual_decision_v1_1,review_panel_path,trajectory_3d_path
rec_v1_byx_2025_09_28_17_25_18_0005,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_25_18_0005.png,
rec_v1_byx_2025_09_28_17_25_18_0006,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0006.png,
rec_v1_byx_2025_09_28_17_25_18_0007,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0007.png,
rec_v1_byx_2025_09_28_17_25_18_0008,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0008.png,
rec_v1_byx_2025_09_28_17_25_18_0009,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0009.png,
rec_v1_byx_2025_09_28_17_25_18_0010,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0010.png,
rec_v1_byx_2025_09_28_17_25_18_0011,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0011.png,
rec_v1_byx_2025_09_28_17_25_18_0012,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_25_18_0012.png,
rec_v1_byx_2025_09_28_17_25_18_0013,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0013.png,
rec_v1_byx_2025_09_28_17_25_18_0014,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0014.png,
rec_v1_byx_2025_09_28_17_25_18_0015,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_25_18_0015.png,
rec_v1_byx_2025_09_28_17_25_18_0016,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0016.png,
rec_v1_byx_2025_09_28_17_25_18_0017,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_25_18_0017.png,
rec_v1_byx_2025_09_28_17_25_18_0018,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0018.png,
rec_v1_byx_2025_09_28_17_25_18_0019,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0019.png,
rec_v1_byx_2025_09_28_17_25_18_0020,core_extreme,核心极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0020.png,
rec_v1_byx_2025_09_28_17_25_18_0021,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_25_18_0021.png,
rec_v1_byx_2025_09_28_17_25_18_0022,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_25_18_0022.png,
rec_v1_byx_2025_09_28_17_35_43_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_35_43_0000.png,
rec_v1_byx_2025_09_28_17_35_43_0001,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_35_43_0001.png,
rec_v1_byx_2025_09_28_17_35_43_0002,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_35_43_0002.png,
rec_v1_byx_2025_09_28_17_35_43_0003,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_35_43_0003.png,
rec_v1_byx_2025_09_28_17_35_43_0004,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_35_43_0004.png,
rec_v1_byx_2025_09_28_17_35_43_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0006,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_35_43_0006.png,
rec_v1_byx_2025_09_28_17_35_43_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0008,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_35_43_0008.png,
rec_v1_byx_2025_09_28_17_35_43_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0011,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_35_43_0011.png,
rec_v1_byx_2025_09_28_17_35_43_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0015,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_35_43_0015.png,
rec_v1_byx_2025_09_28_17_35_43_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0018,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_35_43_0018.png,
rec_v1_byx_2025_09_28_17_35_43_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0020,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_35_43_0020.png,
rec_v1_byx_2025_09_28_17_35_43_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0022,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_35_43_0022.png,
rec_v1_byx_2025_09_28_17_35_43_0023,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_35_43_0023.png,
rec_v1_byx_2025_09_28_17_35_43_0024,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_35_43_0024.png,
rec_v1_byx_2025_09_28_17_35_43_0025,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_35_43_0025.png,
rec_v1_byx_2025_09_28_17_35_43_0026,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_35_43_0027,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_35_43_0027.png,
rec_v1_byx_2025_09_28_17_46_00_0000,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_46_00_0000.png,
rec_v1_byx_2025_09_28_17_46_00_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0004,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_46_00_0004.png,
rec_v1_byx_2025_09_28_17_46_00_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0008,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_46_00_0008.png,
rec_v1_byx_2025_09_28_17_46_00_0009,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_46_00_0009.png,
rec_v1_byx_2025_09_28_17_46_00_0010,review,边界复核样本,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_边界复核样本\rec_v1_byx_2025_09_28_17_46_00_0010.png,
rec_v1_byx_2025_09_28_17_46_00_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0015,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_46_00_0015.png,
rec_v1_byx_2025_09_28_17_46_00_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0017,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_46_00_0017.png,
rec_v1_byx_2025_09_28_17_46_00_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0019,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_46_00_0019.png,
rec_v1_byx_2025_09_28_17_46_00_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_byx_2025_09_28_17_46_00_0021,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_46_00_0021.png,
rec_v1_byx_2025_09_28_17_46_00_0022,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_46_00_0022.png,
rec_v1_byx_2025_09_28_17_46_00_0023,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_46_00_0023.png,
rec_v1_byx_2025_09_28_17_46_00_0024,review,需要复核,暂不进入训练,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_46_00_0024.png,
rec_v1_cwh_2025_09_26_19_23_28_0000,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_cwh_2025_09_26_19_23_28_0001,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_cwh_2025_09_26_19_23_28_0001.png,
