sample_id,split,candidate_name,prototype_rule,prototype_train_n
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,11
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=very_large&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,8
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak,21
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak,21
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=same_side_tail&correction_mode=multi_segment,5
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,14
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,val,proto_combo_full,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=same_side_tail&correction_mode=multi_segment,5
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak&tail_mode=same_side_tail&correction_mode=multi_segment,5
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,14
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=very_large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,7
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,5
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=very_large&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,8
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=early_peak,21
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=very_large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,7
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak,16
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,24
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,11
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,test,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak&tail_mode=return_near_zero&correction_mode=multi_segment,16
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=small&peak_timing=early_peak,30
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,12
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=very_large&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,7
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=negative&amplitude_mode=small&peak_timing=late_peak,12
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,train,proto_combo_full,direction_mode=positive&amplitude_mode=medium&peak_timing=late_peak&tail_mode=return_near_zero&correction_mode=multi_segment,15
